Source_Pincode,Destination_Pincode,Number_of_Days
721430,332713,4
712414,676301,6
391345,606102,6
508126,515711,2
713330,229304,5
504215,804407,5
442503,505302,5
415715,532216,2
608002,441225,2
571110,304503,5
230129,600053,6
301704,228141,2
515775,670622,4
412210,732216,4
855116,431002,3
209859,844121,5
360025,524421,2
585402,364280,6
251003,689583,2
627111,626133,3
735216,333025,2
731102,630557,4
581187,591147,2
531163,174005,3
221716,734421,3
673021,688011,6
202170,382630,2
506013,506004,4
506145,767038,4
577546,848208,6
770037,521105,3
141414,793114,6
465677,844125,6
523279,181133,5
520001,226024,3
126116,484665,3
851131,625002,3
535160,454010,3
722145,205119,4
515004,757045,6
505471,737135,6
263153,757053,4
680570,637402,3
144003,382860,5
782413,670009,6
732214,142041,4
274502,403512,6
761110,753006,5
508355,824220,2
515741,171012,5
560025,852101,4
683587,686014,6
614615,581329,3
629167,785014,5
412305,764039,3
585308,689503,6
416703,756038,6
531036,486115,6
766016,390022,3
182201,225412,3
787033,203135,4
691543,180009,4
203411,721649,2
563123,382165,4
814167,141413,4
209306,521333,3
576101,110035,6
480338,416407,4
636004,604410,3
263636,754009,4
500029,532186,4
622204,829129,6
132036,712101,4
444311,396002,4
209735,124142,3
224171,841428,2
626115,415510,2
609205,585236,6
365480,741221,4
735216,522436,6
811305,456550,5
416102,410203,2
202139,533292,6
673586,628103,3
801305,577144,2
712416,785619,4
416623,507304,4
174320,621206,2
632010,471315,2
848125,673010,2
682553,786610,4
533002,506371,4
695604,403729,6
524129,603307,4
344501,143116,4
475110,843105,4
425115,755024,5
713158,609401,4
609607,766015,5
638107,686519,6
732201,534427,3
341509,486451,2
600058,224183,4
400703,144306,2
246421,518225,6
600083,533003,5
736182,583137,2
274149,496115,2
523223,591223,4
741232,571421,5
641202,744203,2
813113,682555,5
384355,711408,5
333023,606805,6
628205,422606,6
342015,176324,3
370665,535523,5
802210,700038,3
441205,680546,5
486776,793011,2
721156,753014,3
185211,690505,5
712147,784176,3
784171,365550,4
370145,393050,5
847229,465445,4
177401,523108,5
682507,444202,6
522325,535216,5
614623,517569,3
755011,852202,4
226009,815315,3
440024,700093,2
284127,385515,6
743399,246762,5
787054,431144,2
828125,225003,4
761032,534126,6
630301,609203,6
844113,416213,4
416702,425506,6
457779,413205,6
515411,249128,2
524129,686630,5
516310,272123,2
243006,281205,3
783369,523224,2
824103,394250,3
689623,175141,3
122105,636106,6
396469,413402,3
721457,782446,6
444110,194401,3
680664,335022,5
742134,422501,6
442709,733156,2
501106,132104,6
787032,403704,3
311023,177301,2
210206,313328,5
387411,630551,4
400009,793119,3
828114,202124,5
306119,828115,6
176060,402101,2
306422,431510,5
243002,313903,4
530005,736123,2
639111,843313,2
623501,203405,4
209401,533401,3
785010,332401,4
733141,229308,3
844113,516360,5
535593,249161,2
606802,401107,5
176204,571251,4
416118,243122,2
577428,734427,4
758079,401603,2
577554,678003,5
301415,141206,3
176030,788723,5
249402,486005,5
834010,493229,3
600068,609306,4
783131,532407,6
712418,335511,2
483053,262122,3
824205,614206,2
614623,440033,3
422209,332718,6
388265,732206,2
691500,508233,6
700073,824207,6
423203,341030,6
799278,360023,2
791122,700046,3
641016,451228,5
122017,801111,2
744107,506142,2
676507,732212,2
795113,212635,3
627103,534145,5
734005,785684,5
521325,686019,5
470666,122503,5
521120,576223,3
670107,524323,2
176057,581108,2
457990,624802,4
743165,636141,2
331506,177042,6
722149,444803,4
144025,394325,3
695019,262524,5
400028,731123,3
141413,852114,5
110042,271207,4
384160,604409,5
781013,361002,6
341518,754021,2
431803,507166,3
641652,335701,6
570004,624004,4
712223,754246,5
423107,845305,6
415108,396445,4
814160,523227,5
608602,503122,3
712513,313001,4
415212,262545,2
212654,506302,2
262801,623513,3
690559,628207,6
571312,585290,3
416312,341001,2
415307,792131,3
125113,140407,2
638116,574237,5
445203,680699,2
825406,532403,3
743329,743429,4
249185,442606,4
632518,506316,4
194103,127031,3
577302,670106,2
250601,440025,5
531162,207124,2
575015,586122,5
202140,583223,5
127031,825412,2
621707,762112,5
248124,192303,2
713141,581203,6
341512,673506,6
205264,635116,3
481051,682312,3
712615,515164,2
723129,535463,2
402101,394530,3
833105,444126,5
721446,604204,6
486002,855115,4
731301,811104,5
641202,723215,3
507182,262541,2
452020,751021,5
758045,515822,6
396403,560062,4
627818,192401,5
670502,509129,2
695316,641022,5
403712,686673,6
781306,495691,5
515321,134205,2
841406,177034,3
517432,606401,4
828101,411047,6
673506,442306,4
495223,521211,2
785673,458441,5
584103,400707,2
636804,496118,2
759019,755018,6
688014,680302,3
560075,638453,2
786179,620007,3
695017,127040,6
333028,370201,4
583136,262702,4
360040,263625,3
843112,521002,5
848114,202134,5
641023,605759,3
741404,173220,6
282008,591305,3
472001,313902,3
225124,591309,3
722173,743223,6
690544,332316,2
175048,509201,3
524310,851115,4
624614,574230,6
362120,623516,5
581187,281303,5
246472,314036,6
781327,533291,5
342306,491995,6
852202,324002,6
394160,577540,4
143103,604504,4
370602,673121,2
682553,824237,6
829127,322024,4
631702,767062,6
403804,638003,3
591217,741221,3
382422,803221,5
523001,176403,4
534216,603204,2
171205,759121,5
606205,825312,3
401607,502293,3
587117,690519,6
171301,229210,6
531117,413704,6
621313,821309,5
362227,344801,5
695317,671321,5
623516,534202,2
522016,394710,6
755020,848160,4
416403,190012,6
712401,182202,4
383422,143529,2
689507,689692,3
670018,247129,2
783330,721467,6
613101,754133,3
395005,389110,3
333514,522503,6
401608,847213,2
686671,124406,5
394235,431154,5
422003,380028,3
743378,802301,6
401703,845427,6
227807,326033,6
847411,332317,5
382710,761100,5
755022,848101,2
606205,313802,6
636905,500006,3
276204,785640,6
476444,805101,6
670675,424318,4
757047,331504,5
503174,416232,5
495671,151004,6
844126,609112,3
847104,182141,6
361162,713372,2
325204,573124,3
431710,466221,3
679552,491665,2
492009,636804,4
393155,518467,5
400076,680009,4
629601,333515,3
444905,110059,5
695551,524320,6
207403,249193,6
731101,682558,2
581334,174312,2
392025,305408,3
521106,843302,6
324005,495688,4
680668,324002,5
413737,501511,3
516432,627110,5
518222,767061,4
562129,342901,4
523241,609305,5
360002,402102,3
827010,600071,6
244713,502302,4
141205,803211,4
312025,207301,3
754004,786103,6
577501,585311,4
284406,361350,4
801501,142050,6
370205,203412,5
721302,832111,4
262308,152023,6
431208,721634,2
193404,460551,2
639105,131403,4
600039,334602,4
415405,743357,4
631102,207301,6
796701,814131,4
802221,414205,4
641603,742104,3
781022,786002,5
110040,285127,5
752023,313026,3
624303,517305,6
416407,735219,4
444701,493344,4
606204,182222,5
457331,392165,2
614614,534329,6
370165,385506,2
363530,431723,4
635802,770070,2
171220,453441,5
225002,277216,3
325209,272129,5
416503,524129,5
175138,722166,6
518347,848208,3
523373,313202,5
781040,829207,2
532222,680552,3
506009,442501,6
364310,145022,5
679104,205001,3
841221,331304,6
502103,700029,2
686672,627359,2
782425,799210,2
678004,788013,2
754031,148027,3
581208,522015,2
140119,831002,6
261401,485005,2
458778,635811,2
523279,700045,6
721422,485334,3
442301,752050,5
506348,825101,2
845457,233301,3
451220,670009,6
263148,151301,4
363530,786001,4
591136,414502,4
847101,431741,6
791119,625705,5
313342,852106,3
442914,521245,3
127031,523281,3
521323,531133,4
493331,561213,3
678722,314032,3
712616,394520,4
175007,700037,4
202125,783376,5
360050,604501,5
571231,174305,4
402108,141010,6
573214,331802,5
741316,127310,2
822111,176094,3
591228,603304,3
577145,610205,3
690502,212205,2
742401,497559,4
243122,462011,6
635206,275301,5
624801,205304,3
574225,846002,5
573218,517599,6
192101,412303,3
313334,423202,4
713337,742136,4
721433,816115,5
244410,221404,4
682035,686505,2
160011,795134,4
722158,822132,3
243201,481771,6
174005,614805,4
501510,403705,5
758047,722163,6
382855,523357,2
262551,302039,2
403801,670310,5
516289,786170,6
641663,784179,5
387002,394105,2
744207,144527,4
411009,573101,3
814141,431703,3
573213,176306,4
518003,583279,3
360330,507202,2
530041,783132,3
151208,394246,4
520013,737138,5
204101,612101,6
396040,530043,2
210427,762016,3
246721,630557,4
301401,591128,4
123302,507305,6
800020,456441,5
142054,794111,3
534199,590005,4
325217,212654,3
680568,761119,5
518206,516130,6
506222,734001,6
828125,314038,4
342011,413132,5
388520,522660,6
535260,685586,6
848122,609803,4
384110,815351,3
325216,743128,4
343039,583126,4
743385,603302,3
721430,176324,3
754037,626104,6
175027,423402,3
628720,854316,2
505453,581208,3
770042,328029,3
799262,518006,4
845430,144006,3
332601,679331,5
303905,764070,3
600101,676551,5
638501,835101,6
614201,243504,4
322704,695026,4
471625,563122,2
671321,583232,3
531025,811312,3
752106,785612,4
767060,587154,5
396002,757020,5
804424,413221,2
670501,855117,5
626107,603127,5
500001,284001,4
762101,210202,3
815317,680012,2
441203,497101,4
533408,271870,4
585237,229128,2
733145,452012,5
691505,502103,4
401203,424208,6
363415,481001,3
321404,754001,4
638752,305814,2
574267,770021,4
695608,793122,4
832107,688540,6
175005,847105,4
560087,572112,2
574260,415014,2
851202,125039,4
743701,690542,3
799007,415205,3
175040,122413,2
800026,841222,5
383310,631606,5
605803,562132,2
177048,277123,5
691582,303908,2
262904,613401,6
796431,518348,4
396140,530015,3
620014,458553,4
784179,382423,4
761201,415605,4
110076,802164,5
801112,639005,5
225207,425115,4
734301,759147,2
314031,813207,2
630202,143526,5
486771,712410,3
848129,370601,2
754296,637408,4
333515,327026,4
642110,843315,5
144303,176325,3
581105,271306,2
326529,341306,4
383006,682509,2
400604,721439,4
136129,416609,4
460661,262521,4
144513,388710,3
757041,395004,4
495695,509351,3
517536,635111,5
224159,192231,3
636138,365601,3
632604,176323,6
384240,600038,4
743422,484330,3
520010,174304,6
670649,641010,4
712247,560084,4
382045,209739,3
712304,606205,2
531105,283201,6
422610,342013,6
624211,384110,6
563132,798614,6
688502,787057,5
393050,332317,2
683515,799130,6
313038,635124,6
276201,802205,2
301409,711113,3
853201,122010,6
345026,689584,6
402305,831001,3
533233,328027,3
691590,497231,2
416207,173211,6
786613,712204,5
766026,507125,6
506244,262302,6
151507,486335,5
829116,251002,4
283122,623708,2
302027,222137,5
784171,171103,5
796001,805105,3
271403,250615,5
324002,620009,4
583224,691573,3
530047,605010,4
457773,799284,3
741150,226007,2
516163,783334,2
534202,735132,6
628614,769010,5
795102,691578,6
518216,585321,4
680724,670334,6
689108,403002,4
847105,629701,6
533440,403502,4
841440,452014,3
472101,152022,5
521183,781031,6
441228,754025,5
825103,761121,5
575008,413531,5
275301,851130,5
182206,754137,2
577146,629171,4
301035,413209,2
631561,431136,3
382170,184104,6
394370,577229,4
731133,761106,4
431521,855107,2
464331,577232,4
636403,246737,3
502276,272270,6
670731,676305,4
713155,263642,6
686506,243633,2
691537,231309,3
305007,313601,6
741257,403702,6
515631,624002,5
303002,401304,6
509411,606105,3
361011,415518,3
752121,621014,3
414202,712223,4
590001,246129,4
229411,302006,2
635804,825320,6
452005,822133,3
700044,721122,2
855108,577219,3
210201,301704,3
680104,425410,4
742226,625517,2
626112,500097,3
442709,625004,3
743445,781330,4
263640,123027,5
442202,754133,2
854116,785013,5
416805,801505,6
143305,110039,4
332304,226021,3
683547,209505,6
145023,570018,3
625519,500051,4
246429,614205,5
686532,686576,2
342604,450661,5
784172,385570,5
625703,591143,6
733102,605202,6
563116,575022,2
581110,673635,6
600005,284401,3
201301,277506,4
632104,202136,4
403507,362250,4
414204,391175,4
690107,573219,2
711107,515414,4
680588,416812,3
518323,767045,6
506342,160011,4
679512,788819,6
507210,641028,6
425310,691534,6
691553,678010,2
781353,504214,5
494331,142046,4
577541,757101,5
605011,302018,6
171019,506303,4
721129,321301,2
723129,847302,6
757024,733130,6
416529,415713,4
277202,209310,5
229001,609502,3
530016,361009,3
689621,752013,6
712304,721129,4
464111,638153,6
382650,695012,3
503003,203002,4
577545,584128,2
212635,524309,2
177201,486338,4
502311,643238,5
477332,465679,5
585308,635303,4
248195,571215,5
829126,201309,5
431720,621117,3
480886,518123,5
790114,613705,2
228155,577599,3
133001,643206,2
723152,496223,2
636301,533339,6
517403,413209,3
735219,591130,3
425403,691554,6
521366,413515,2
518135,574253,6
722201,175129,2
632008,456550,5
516173,455227,5
534250,614905,6
631001,781325,4
620018,507121,5
600063,443103,4
232101,643219,2
721514,281403,3
388355,423201,2
691301,332305,5
172023,639201,6
624403,572212,3
413229,574106,4
484555,638706,4
210209,700058,3
413738,828107,6
713334,173230,6
700025,583111,5
415104,403404,6
712232,680309,2
509217,768025,6
683502,171102,5
623704,362550,5
471105,443403,2
335063,630303,4
827013,176030,6
606701,174320,5
243632,769014,2
411042,243126,2
685588,627760,6
401105,385530,3
341520,690523,2
171220,516505,5
797102,124109,2
416612,835205,5
627808,444109,2
143111,845432,2
767029,689595,3
770052,814118,3
614203,743513,5
382045,440012,6
453220,271204,3
754206,360025,4
463111,560070,5
799008,303511,6
134204,412220,5
757019,804406,5
685587,636141,2
140802,813222,3
517112,695035,2
741247,413228,2
673028,521457,2
782439,261205,5
411041,148020,2
271122,690531,4
422606,628621,2
493116,621110,3
574104,321406,4
303110,143526,5
331506,603107,6
531028,621117,5
721171,700158,5
262547,682030,4
495555,123101,5
523280,482051,2
577229,713335,4
382240,388180,5
311601,721516,2
244414,140412,6
689545,713208,2
571312,781318,6
221409,801304,2
620023,803214,3
440006,143530,6
759101,686574,6
507302,229413,5
206255,712413,6
689508,502110,5
416304,190024,2
832403,431102,3
670641,572111,3
444507,509311,4
517277,387001,5
451442,181141,2
695141,770073,3
121010,126110,2
301707,685505,4
736169,532430,5
174307,609108,3
421503,411018,3
210433,609304,4
576103,415528,5
110018,587112,2
767065,509102,4
263643,685553,3
142026,769002,5
207241,274206,6
814158,734121,3
792056,680682,3
670503,492002,2
673637,755027,5
206241,532429,5
412801,638055,4
190015,600064,2
754109,799125,3
689548,333308,5
384315,141004,5
762014,182161,3
761117,614013,2
562122,756112,4
391110,781031,6
635802,636015,5
828110,711301,2
577130,473331,2
629102,673305,4
402102,301714,4
464001,679515,5
206249,395012,6
226009,193108,5
533244,174028,3
415706,765021,2
509382,638314,2
148021,411026,5
755006,396403,4
487221,515402,4
624620,415803,5
173001,591104,5
788150,457441,3
193101,581107,3
122102,271821,2
643226,620017,3
471105,638316,5
500041,506009,4
394641,824113,3
332711,743603,5
477449,670358,4
560063,801306,4
584126,176058,6
689691,360575,2
496450,284404,3
384325,530040,4
244231,506302,2
176401,483110,3
177006,752102,3
110048,686652,2
533430,480331,6
800024,496109,6
121002,783370,2
622102,382421,3
152004,122016,2
791110,586202,4
785111,423111,5
533408,443206,3
764070,110092,5
451449,521181,5
533434,307510,6
829112,695042,2
784125,606303,4
781122,400024,6
825411,492012,6
501506,202132,2
636810,388440,4
753002,412105,4
695528,607102,3
201019,532264,6
591230,126114,2
133101,486881,2
175134,509135,5
636107,688004,5
491336,341509,2
503175,327605,4
442203,530031,4
671532,804405,3
816102,440016,6
571603,821113,4
126125,637207,4
621710,342802,2
185203,410206,5
600115,743270,5
678581,635751,5
524004,600103,6
631207,504203,2
322219,828108,5
571448,413404,6
606905,523292,4
144003,635122,4
413118,385510,3
741125,712616,2
390001,643201,6
486005,612203,2
209863,414503,3
262576,577451,4
742407,177105,6
180017,760008,4
691020,560041,4
192230,841403,2
413514,756127,2
210427,585237,3
483113,229802,6
784148,333011,2
481879,516311,5
486890,768026,4
151510,400002,2
734103,827001,4
825325,221313,4
741404,712202,5
632317,326023,3
517643,752107,5
246155,442501,6
781306,452011,4
476001,581330,4
606701,341029,2
228120,394421,5
495448,396450,3
285126,206003,5
741504,445101,3
400104,334804,3
611106,573125,6
394710,852130,3
396436,273301,4
110095,470442,6
609103,635710,2
322033,272181,6
689544,637020,3
625023,210121,2
136117,173202,6
285223,147203,5
334808,190019,6
344501,781334,3
440024,390009,4
445230,605010,6
173212,341551,3
816107,627354,2
691582,272130,4
504107,832110,5
573130,445305,5
713408,488059,5
679523,641604,2
442505,284406,4
400079,227304,2
415115,341025,5
505215,394330,3
124412,248159,4
712403,571219,5
388260,488001,5
506315,784150,5
586214,140102,4
221010,246749,5
635115,410511,6
485446,632059,3
185101,110017,5
622401,753012,4
824127,276206,3
500006,752014,5
768110,321021,3
524413,415303,5
487334,424105,6
509409,680712,5
583282,854202,5
422010,577558,3
490021,761213,3
788710,382460,3
504207,756128,2
805105,276001,3
441206,246728,5
202127,152031,4
508253,422212,4
628617,852125,2
713213,384140,3
752110,843102,5
700122,793121,5
261151,502314,2
752024,627852,5
400031,413501,3
444126,516391,5
416311,312401,5
284001,362560,2
134118,851205,2
416609,535161,5
465449,700077,2
470881,455459,5
700149,413201,3
613701,521180,2
767016,533447,6
785006,452016,6
144407,676503,4
683105,444604,6
384335,231501,6
841414,680601,3
752077,847201,5
574259,851203,5
212404,670107,4
768121,210202,6
689546,471411,6
533241,387360,4
764076,226004,6
333504,482020,6
792122,272162,5
425116,614207,6
192101,321405,5
225207,388320,3
713210,516349,2
481882,734124,3
521201,362011,6
335801,207241,6
